#    L    TT             EE             BB             TE          
   280   0.421238E+04   0.512782E+01   0.373344E-04   0.937131E+02
   281   0.418555E+04   0.525868E+01   0.371051E-04   0.946172E+02
   282   0.415830E+04   0.539107E+01   0.368704E-04   0.954948E+02
   283   0.413092E+04   0.552524E+01   0.366306E-04   0.963458E+02
   284   0.410334E+04   0.566110E+01   0.363858E-04   0.971704E+02
   285   0.407554E+04   0.579865E+01   0.361365E-04   0.979685E+02
   286   0.404747E+04   0.593777E+01   0.358827E-04   0.987329E+02
   287   0.401919E+04   0.607844E+01   0.356248E-04   0.994784E+02
   288   0.399077E+04   0.622067E+01   0.353630E-04   0.100190E+03
   289   0.396214E+04   0.636439E+01   0.350976E-04   0.100876E+03
   290   0.393338E+04   0.650945E+01   0.348288E-04   0.101536E+03
   291   0.390448E+04   0.665660E+01   0.345569E-04   0.102154E+03
   292   0.387514E+04   0.680473E+01   0.342821E-04   0.102754E+03
   293   0.384596E+04   0.695347E+01   0.340047E-04   0.103314E+03
   294   0.381649E+04   0.710432E+01   0.337249E-04   0.103855E+03
   295   0.378711E+04   0.725577E+01   0.334430E-04   0.104355E+03
   296   0.375743E+04   0.740934E+01   0.331592E-04   0.104829E+03
   297   0.372769E+04   0.756278E+01   0.328738E-04   0.105278E+03
   298   0.369773E+04   0.771834E+01   0.325871E-04   0.105686E+03
   299   0.366777E+04   0.787527E+01   0.322992E-04   0.106062E+03
   300   0.363767E+04   0.803208E+01   0.320105E-04   0.106404E+03
   301   0.360750E+04   0.819028E+01   0.317212E-04   0.106721E+03
   302   0.357732E+04   0.834912E+01   0.314314E-04   0.107012E+03
   303   0.354708E+04   0.850936E+01   0.311414E-04   0.107263E+03
   304   0.351676E+04   0.867100E+01   0.308513E-04   0.107474E+03
   305   0.348644E+04   0.883256E+01   0.305612E-04   0.107659E+03
   306   0.345604E+04   0.899480E+01   0.302714E-04   0.107811E+03
   307   0.342564E+04   0.915773E+01   0.299820E-04   0.107922E+03
   308   0.339523E+04   0.932283E+01   0.296932E-04   0.108015E+03
   309   0.336490E+04   0.948715E+01   0.294050E-04   0.108061E+03
   310   0.333448E+04   0.965143E+01   0.291178E-04   0.108080E+03
   311   0.330413E+04   0.981792E+01   0.288317E-04   0.108058E+03
   312   0.327385E+04   0.998365E+01   0.285468E-04   0.108011E+03
   313   0.324356E+04   0.101501E+02   0.282633E-04   0.107923E+03
   314   0.321333E+04   0.103173E+02   0.279814E-04   0.107809E+03
   315   0.318317E+04   0.104838E+02   0.277012E-04   0.107654E+03
   316   0.315307E+04   0.106510E+02   0.274229E-04   0.107466E+03
   317   0.312303E+04   0.108175E+02   0.271467E-04   0.107244E+03
   318   0.309306E+04   0.109855E+02   0.268728E-04   0.106989E+03
   319   0.306321E+04   0.111528E+02   0.266012E-04   0.106701E+03
   320   0.303350E+04   0.113202E+02   0.263322E-04   0.106386E+03
   321   0.300385E+04   0.114884E+02   0.260660E-04   0.106030E+03
   322   0.297433E+04   0.116551E+02   0.258027E-04   0.105640E+03
   323   0.294494E+04   0.118219E+02   0.255424E-04   0.105217E+03
   324   0.291568E+04   0.119896E+02   0.252854E-04   0.104752E+03
   325   0.288662E+04   0.121543E+02   0.250318E-04   0.104269E+03
   326   0.285762E+04   0.123206E+02   0.247818E-04   0.103736E+03
   327   0.282881E+04   0.124863E+02   0.245355E-04   0.103178E+03
   328   0.280021E+04   0.126507E+02   0.242932E-04   0.102593E+03
   329   0.277173E+04   0.128151E+02   0.240549E-04   0.101966E+03
   330   0.274345E+04   0.129782E+02   0.238209E-04   0.101306E+03
   331   0.271544E+04   0.131407E+02   0.235912E-04   0.100619E+03
   332   0.268755E+04   0.133033E+02   0.233662E-04   0.999056E+02
   333   0.265986E+04   0.134646E+02   0.231459E-04   0.991579E+02
   334   0.263244E+04   0.136253E+02   0.229305E-04   0.983762E+02
   335   0.260513E+04   0.137839E+02   0.227203E-04   0.975603E+02
   336   0.257810E+04   0.139420E+02   0.225152E-04   0.967176E+02
