#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   590   0.307508E+04   0.436538E+02   0.502885E-05   0.436538E+02   0.211987E+02  -0.625229E-06   0.502885E-05  -0.625229E-06   0.166112E-07
   591   0.306316E+04   0.440082E+02   0.505208E-05   0.440082E+02   0.215724E+02  -0.641908E-06   0.505208E-05  -0.641908E-06   0.165635E-07
   592   0.305114E+04   0.443184E+02   0.507564E-05   0.443184E+02   0.219478E+02  -0.658610E-06   0.507564E-05  -0.658610E-06   0.165161E-07
   593   0.303901E+04   0.445866E+02   0.509963E-05   0.445866E+02   0.223279E+02  -0.675338E-06   0.509963E-05  -0.675338E-06   0.164688E-07
   594   0.302670E+04   0.448094E+02   0.512413E-05   0.448094E+02   0.227104E+02  -0.692097E-06   0.512413E-05  -0.692097E-06   0.164217E-07
   595   0.301436E+04   0.449889E+02   0.514923E-05   0.449889E+02   0.230947E+02  -0.708891E-06   0.514923E-05  -0.708891E-06   0.163748E-07
   596   0.300207E+04   0.451227E+02   0.517504E-05   0.451227E+02   0.234836E+02  -0.725724E-06   0.517504E-05  -0.725724E-06   0.163281E-07
   597   0.298967E+04   0.452122E+02   0.520163E-05   0.452122E+02   0.238726E+02  -0.742600E-06   0.520163E-05  -0.742600E-06   0.162816E-07
   598   0.297740E+04   0.452564E+02   0.522911E-05   0.452564E+02   0.242656E+02  -0.759523E-06   0.522911E-05  -0.759523E-06   0.162353E-07
   599   0.296496E+04   0.452558E+02   0.525756E-05   0.452558E+02   0.246608E+02  -0.776497E-06   0.525756E-05  -0.776497E-06   0.161892E-07
   600   0.295242E+04   0.452087E+02   0.528707E-05   0.452087E+02   0.250584E+02  -0.793527E-06   0.528707E-05  -0.793527E-06   0.161432E-07
   601   0.293986E+04   0.451159E+02   0.531771E-05   0.451159E+02   0.254583E+02  -0.810615E-06   0.531771E-05  -0.810615E-06   0.160974E-07
   602   0.292728E+04   0.449765E+02   0.534950E-05   0.449765E+02   0.258590E+02  -0.827754E-06   0.534950E-05  -0.827754E-06   0.160519E-07
   603   0.291460E+04   0.447928E+02   0.538242E-05   0.447928E+02   0.262626E+02  -0.844938E-06   0.538242E-05  -0.844938E-06   0.160065E-07
   604   0.290206E+04   0.445628E+02   0.541646E-05   0.445628E+02   0.266669E+02  -0.862159E-06   0.541646E-05  -0.862159E-06   0.159612E-07
   605   0.288942E+04   0.442872E+02   0.545160E-05   0.442872E+02   0.270726E+02  -0.879408E-06   0.545160E-05  -0.879408E-06   0.159162E-07
   606   0.287685E+04   0.439660E+02   0.548783E-05   0.439660E+02   0.274796E+02  -0.896680E-06   0.548783E-05  -0.896680E-06   0.158713E-07
   607   0.286405E+04   0.435995E+02   0.552515E-05   0.435995E+02   0.278880E+02  -0.913965E-06   0.552515E-05  -0.913965E-06   0.158267E-07
   608   0.285145E+04   0.431876E+02   0.556353E-05   0.431876E+02   0.282976E+02  -0.931257E-06   0.556353E-05  -0.931257E-06   0.157822E-07
   609   0.283892E+04   0.427305E+02   0.560296E-05   0.427305E+02   0.287069E+02  -0.948548E-06   0.560296E-05  -0.948548E-06   0.157379E-07
   610   0.282631E+04   0.422282E+02   0.564344E-05   0.422282E+02   0.291167E+02  -0.965830E-06   0.564344E-05  -0.965830E-06   0.156937E-07
   611   0.281377E+04   0.416815E+02   0.568495E-05   0.416815E+02   0.295276E+02  -0.983096E-06   0.568495E-05  -0.983096E-06   0.156498E-07
   612   0.280130E+04   0.410912E+02   0.572747E-05   0.410912E+02   0.299396E+02  -0.100034E-05   0.572747E-05  -0.100034E-05   0.156060E-07
   613   0.278875E+04   0.404553E+02   0.577100E-05   0.404553E+02   0.303489E+02  -0.101755E-05   0.577100E-05  -0.101755E-05   0.155623E-07
   614   0.277635E+04   0.397752E+02   0.581552E-05   0.397752E+02   0.307599E+02  -0.103472E-05   0.581552E-05  -0.103472E-05   0.155189E-07
   615   0.276395E+04   0.390518E+02   0.586102E-05   0.390518E+02   0.311697E+02  -0.105184E-05   0.586102E-05  -0.105184E-05   0.154756E-07
   616   0.275163E+04   0.382851E+02   0.590749E-05   0.382851E+02   0.315804E+02  -0.106891E-05   0.590749E-05  -0.106891E-05   0.154325E-07
   617   0.273945E+04   0.374753E+02   0.595491E-05   0.374753E+02   0.319905E+02  -0.108592E-05   0.595491E-05  -0.108592E-05   0.153896E-07
   618   0.272729E+04   0.366216E+02   0.600327E-05   0.366216E+02   0.324000E+02  -0.110286E-05   0.600327E-05  -0.110286E-05   0.153469E-07
   619   0.271513E+04   0.357271E+02   0.605257E-05   0.357271E+02   0.328094E+02  -0.111972E-05   0.605257E-05  -0.111972E-05   0.153043E-07
   620   0.270321E+04   0.347897E+02   0.610278E-05   0.347897E+02   0.332160E+02  -0.113650E-05   0.610278E-05  -0.113650E-05   0.152619E-07
   621   0.269122E+04   0.338102E+02   0.615390E-05   0.338102E+02   0.336224E+02  -0.115319E-05   0.615390E-05  -0.115319E-05   0.152196E-07
   622   0.267939E+04   0.327887E+02   0.620590E-05   0.327887E+02   0.340273E+02  -0.116977E-05   0.620590E-05  -0.116977E-05   0.151776E-07
   623   0.266772E+04   0.317274E+02   0.625879E-05   0.317274E+02   0.344299E+02  -0.118625E-05   0.625879E-05  -0.118625E-05   0.151357E-07
   624   0.265607E+04   0.306249E+02   0.631255E-05   0.306249E+02   0.348308E+02  -0.120261E-05   0.631255E-05  -0.120261E-05   0.150939E-07
   625   0.264450E+04   0.294814E+02   0.636716E-05   0.294814E+02   0.352300E+02  -0.121886E-05   0.636716E-05  -0.121886E-05   0.150523E-07
   626   0.263311E+04   0.282984E+02   0.642261E-05   0.282984E+02   0.356274E+02  -0.123497E-05   0.642261E-05  -0.123497E-05   0.150109E-07
   627   0.262188E+04   0.270759E+02   0.647889E-05   0.270759E+02   0.360223E+02  -0.125094E-05   0.647889E-05  -0.125094E-05   0.149697E-07
   628   0.261075E+04   0.258141E+02   0.653599E-05   0.258141E+02   0.364147E+02  -0.126677E-05   0.653599E-05  -0.126677E-05   0.149286E-07
   629   0.259980E+04   0.245138E+02   0.659390E-05   0.245138E+02   0.368044E+02  -0.128244E-05   0.659390E-05  -0.128244E-05   0.148877E-07
   630   0.258886E+04   0.231742E+02   0.665259E-05   0.231742E+02   0.371915E+02  -0.129796E-05   0.665259E-05  -0.129796E-05   0.148469E-07
   631   0.257810E+04   0.217985E+02   0.671207E-05   0.217985E+02   0.375759E+02  -0.131330E-05   0.671207E-05  -0.131330E-05   0.148063E-07
   632   0.256760E+04   0.203845E+02   0.677231E-05   0.203845E+02   0.379568E+02  -0.132847E-05   0.677231E-05  -0.132847E-05   0.147659E-07
   633   0.255712E+04   0.189345E+02   0.683331E-05   0.189345E+02   0.383357E+02  -0.134346E-05   0.683331E-05  -0.134346E-05   0.147256E-07
   634   0.254690E+04   0.174485E+02   0.689505E-05   0.174485E+02   0.387095E+02  -0.135826E-05   0.689505E-05  -0.135826E-05   0.146855E-07
   635   0.253685E+04   0.159271E+02   0.695752E-05   0.159271E+02   0.390811E+02  -0.137286E-05   0.695752E-05  -0.137286E-05   0.146455E-07
   636   0.252685E+04   0.143710E+02   0.702071E-05   0.143710E+02   0.394499E+02  -0.138725E-05   0.702071E-05  -0.138725E-05   0.146057E-07
   637   0.251710E+04   0.127796E+02   0.708460E-05   0.127796E+02   0.398127E+02  -0.140143E-05   0.708460E-05  -0.140143E-05   0.145660E-07
   638   0.250753E+04   0.111552E+02   0.714919E-05   0.111552E+02   0.401733E+02  -0.141538E-05   0.714919E-05  -0.141538E-05   0.145265E-07
   639   0.249816E+04   0.949683E+01   0.721445E-05   0.949683E+01   0.405286E+02  -0.142911E-05   0.721445E-05  -0.142911E-05   0.144872E-07
   640   0.248897E+04   0.780626E+01   0.728038E-05   0.780626E+01   0.408809E+02  -0.144260E-05   0.728038E-05  -0.144260E-05   0.144480E-07
   641   0.247998E+04   0.608351E+01   0.734697E-05   0.608351E+01   0.412285E+02  -0.145585E-05   0.734697E-05  -0.145585E-05   0.144090E-07
   642   0.247110E+04   0.432942E+01   0.741420E-05   0.432942E+01   0.415707E+02  -0.146885E-05   0.741420E-05  -0.146885E-05   0.143701E-07
   643   0.246249E+04   0.254455E+01   0.748206E-05   0.254455E+01   0.419097E+02  -0.148159E-05   0.748206E-05  -0.148159E-05   0.143313E-07
   644   0.245415E+04   0.729642E+00   0.755053E-05   0.729642E+00   0.422417E+02  -0.149406E-05   0.755053E-05  -0.149406E-05   0.142928E-07
   645   0.244594E+04  -0.111492E+01   0.761962E-05  -0.111492E+01   0.425697E+02  -0.150626E-05   0.761962E-05  -0.150626E-05   0.142543E-07
   646   0.243792E+04  -0.298840E+01   0.768929E-05  -0.298840E+01   0.428929E+02  -0.151817E-05   0.768929E-05  -0.151817E-05   0.142160E-07
   647   0.243026E+04  -0.489057E+01   0.775954E-05  -0.489057E+01   0.432104E+02  -0.152980E-05   0.775954E-05  -0.152980E-05   0.141779E-07
   648   0.242264E+04  -0.681942E+01   0.783036E-05  -0.681942E+01   0.435231E+02  -0.154112E-05   0.783036E-05  -0.154112E-05   0.141399E-07
   649   0.241538E+04  -0.877562E+01   0.790174E-05  -0.877562E+01   0.438293E+02  -0.155215E-05   0.790174E-05  -0.155215E-05   0.141021E-07
   650   0.240833E+04  -0.107576E+02   0.797366E-05  -0.107576E+02   0.441297E+02  -0.156286E-05   0.797366E-05  -0.156286E-05   0.140644E-07
   651   0.240148E+04  -0.127653E+02   0.804611E-05  -0.127653E+02   0.444259E+02  -0.157325E-05   0.804611E-05  -0.157325E-05   0.140268E-07
   652   0.239484E+04  -0.147976E+02   0.811906E-05  -0.147976E+02   0.447155E+02  -0.158333E-05   0.811906E-05  -0.158333E-05   0.139894E-07
   653   0.238855E+04  -0.168530E+02   0.819249E-05  -0.168530E+02   0.449978E+02  -0.159308E-05   0.819249E-05  -0.159308E-05   0.139521E-07
   654   0.238240E+04  -0.189303E+02   0.826638E-05  -0.189303E+02   0.452750E+02  -0.160251E-05   0.826638E-05  -0.160251E-05   0.139150E-07
   655   0.237646E+04  -0.210301E+02   0.834071E-05  -0.210301E+02   0.455464E+02  -0.161163E-05   0.834071E-05  -0.161163E-05   0.138780E-07
   656   0.237087E+04  -0.231506E+02   0.841544E-05  -0.231506E+02   0.458111E+02  -0.162042E-05   0.841544E-05  -0.162042E-05   0.138412E-07
   657   0.236549E+04  -0.252900E+02   0.849056E-05  -0.252900E+02   0.460693E+02  -0.162889E-05   0.849056E-05  -0.162889E-05   0.138045E-07
   658   0.236025E+04  -0.274490E+02   0.856605E-05  -0.274490E+02   0.463215E+02  -0.163704E-05   0.856605E-05  -0.163704E-05   0.137679E-07
   659   0.235544E+04  -0.296256E+02   0.864186E-05  -0.296256E+02   0.465670E+02  -0.164487E-05   0.864186E-05  -0.164487E-05   0.137315E-07
   660   0.235083E+04  -0.318190E+02   0.871800E-05  -0.318190E+02   0.468051E+02  -0.165238E-05   0.871800E-05  -0.165238E-05   0.136952E-07
   661   0.234644E+04  -0.340274E+02   0.879442E-05  -0.340274E+02   0.470366E+02  -0.165957E-05   0.879442E-05  -0.165957E-05   0.136591E-07
   662   0.234233E+04  -0.362520E+02   0.887110E-05  -0.362520E+02   0.472620E+02  -0.166644E-05   0.887110E-05  -0.166644E-05   0.136231E-07
   663   0.233843E+04  -0.384910E+02   0.894803E-05  -0.384910E+02   0.474807E+02  -0.167298E-05   0.894803E-05  -0.167298E-05   0.135872E-07
   664   0.233482E+04  -0.407421E+02   0.902517E-05  -0.407421E+02   0.476912E+02  -0.167921E-05   0.902517E-05  -0.167921E-05   0.135515E-07
   665   0.233141E+04  -0.430056E+02   0.910251E-05  -0.430056E+02   0.478949E+02  -0.168511E-05   0.910251E-05  -0.168511E-05   0.135159E-07
   666   0.232829E+04  -0.452799E+02   0.918002E-05  -0.452799E+02   0.480918E+02  -0.169069E-05   0.918002E-05  -0.169069E-05   0.134804E-07
   667   0.232546E+04  -0.475647E+02   0.925767E-05  -0.475647E+02   0.482812E+02  -0.169595E-05   0.925767E-05  -0.169595E-05   0.134451E-07
   668   0.232276E+04  -0.498589E+02   0.933544E-05  -0.498589E+02   0.484637E+02  -0.170089E-05   0.933544E-05  -0.170089E-05   0.134099E-07
   669   0.232050E+04  -0.521609E+02   0.941331E-05  -0.521609E+02   0.486387E+02  -0.170550E-05   0.941331E-05  -0.170550E-05   0.133749E-07
   670   0.231838E+04  -0.544689E+02   0.949125E-05  -0.544689E+02   0.488060E+02  -0.170980E-05   0.949125E-05  -0.170980E-05   0.133399E-07
   671   0.231661E+04  -0.567842E+02   0.956923E-05  -0.567842E+02   0.489673E+02  -0.171377E-05   0.956923E-05  -0.171377E-05   0.133051E-07
   672   0.231499E+04  -0.591049E+02   0.964725E-05  -0.591049E+02   0.491194E+02  -0.171742E-05   0.964725E-05  -0.171742E-05   0.132705E-07
   673   0.231372E+04  -0.614286E+02   0.972526E-05  -0.614286E+02   0.492653E+02  -0.172074E-05   0.972526E-05  -0.172074E-05   0.132359E-07
   674   0.231267E+04  -0.637559E+02   0.980325E-05  -0.637559E+02   0.494029E+02  -0.172375E-05   0.980325E-05  -0.172375E-05   0.132015E-07
   675   0.231191E+04  -0.660856E+02   0.988119E-05  -0.660856E+02   0.495327E+02  -0.172643E-05   0.988119E-05  -0.172643E-05   0.131673E-07
   676   0.231136E+04  -0.684154E+02   0.995906E-05  -0.684154E+02   0.496549E+02  -0.172879E-05   0.995906E-05  -0.172879E-05   0.131331E-07
   677   0.231110E+04  -0.707456E+02   0.100368E-04  -0.707456E+02   0.497693E+02  -0.173082E-05   0.100368E-04  -0.173082E-05   0.130991E-07
   678   0.231112E+04  -0.730754E+02   0.101145E-04  -0.730754E+02   0.498752E+02  -0.173253E-05   0.101145E-04  -0.173253E-05   0.130652E-07
   679   0.231136E+04  -0.754029E+02   0.101920E-04  -0.754029E+02   0.499742E+02  -0.173392E-05   0.101920E-04  -0.173392E-05   0.130315E-07
   680   0.231196E+04  -0.777280E+02   0.102693E-04  -0.777280E+02   0.500653E+02  -0.173499E-05   0.102693E-04  -0.173499E-05   0.129978E-07
   681   0.231278E+04  -0.800480E+02   0.103465E-04  -0.800480E+02   0.501480E+02  -0.173573E-05   0.103465E-04  -0.173573E-05   0.129643E-07
   682   0.231381E+04  -0.823644E+02   0.104234E-04  -0.823644E+02   0.502220E+02  -0.173614E-05   0.104234E-04  -0.173614E-05   0.129309E-07
   683   0.231521E+04  -0.846759E+02   0.105001E-04  -0.846759E+02   0.502898E+02  -0.173624E-05   0.105001E-04  -0.173624E-05   0.128977E-07
   684   0.231675E+04  -0.869803E+02   0.105765E-04  -0.869803E+02   0.503474E+02  -0.173601E-05   0.105765E-04  -0.173601E-05   0.128645E-07
   685   0.231850E+04  -0.892772E+02   0.106527E-04  -0.892772E+02   0.503980E+02  -0.173546E-05   0.106527E-04  -0.173546E-05   0.128315E-07
   686   0.232054E+04  -0.915574E+02   0.107285E-04  -0.915574E+02   0.504399E+02  -0.173458E-05   0.107285E-04  -0.173458E-05   0.127986E-07
   687   0.232295E+04  -0.938319E+02   0.108040E-04  -0.938319E+02   0.504747E+02  -0.173338E-05   0.108040E-04  -0.173338E-05   0.127658E-07
   688   0.232550E+04  -0.960981E+02   0.108791E-04  -0.960981E+02   0.505001E+02  -0.173185E-05   0.108791E-04  -0.173185E-05   0.127332E-07
   689   0.232834E+04  -0.983484E+02   0.109538E-04  -0.983484E+02   0.505176E+02  -0.173000E-05   0.109538E-04  -0.173000E-05   0.127007E-07
   690   0.233140E+04  -0.100590E+03   0.110282E-04  -0.100590E+03   0.505278E+02  -0.172782E-05   0.110282E-04  -0.172782E-05   0.126682E-07
   691   0.233475E+04  -0.102815E+03   0.111021E-04  -0.102815E+03   0.505279E+02  -0.172532E-05   0.111021E-04  -0.172532E-05   0.126359E-07
   692   0.233831E+04  -0.105024E+03   0.111755E-04  -0.105024E+03   0.505214E+02  -0.172250E-05   0.111755E-04  -0.172250E-05   0.126038E-07
   693   0.234217E+04  -0.107222E+03   0.112485E-04  -0.107222E+03   0.505063E+02  -0.171935E-05   0.112485E-04  -0.171935E-05   0.125717E-07
   694   0.234617E+04  -0.109397E+03   0.113209E-04  -0.109397E+03   0.504823E+02  -0.171587E-05   0.113209E-04  -0.171587E-05   0.125398E-07
   695   0.235054E+04  -0.111553E+03   0.113928E-04  -0.111553E+03   0.504519E+02  -0.171207E-05   0.113928E-04  -0.171207E-05   0.125080E-07
   696   0.235513E+04  -0.113707E+03   0.114642E-04  -0.113707E+03   0.504119E+02  -0.170794E-05   0.114642E-04  -0.170794E-05   0.124762E-07
   697   0.235994E+04  -0.115829E+03   0.115350E-04  -0.115829E+03   0.503638E+02  -0.170349E-05   0.115350E-04  -0.170349E-05   0.124447E-07
   698   0.236496E+04  -0.117931E+03   0.116052E-04  -0.117931E+03   0.503069E+02  -0.169871E-05   0.116052E-04  -0.169871E-05   0.124132E-07
   699   0.237021E+04  -0.120008E+03   0.116748E-04  -0.120008E+03   0.502426E+02  -0.169361E-05   0.116748E-04  -0.169361E-05   0.123818E-07
   700   0.237574E+04  -0.122067E+03   0.117437E-04  -0.122067E+03   0.501695E+02  -0.168818E-05   0.117437E-04  -0.168818E-05   0.123506E-07
   701   0.238150E+04  -0.124106E+03   0.118119E-04  -0.124106E+03   0.500882E+02  -0.168243E-05   0.118119E-04  -0.168243E-05   0.123194E-07
   702   0.238748E+04  -0.126111E+03   0.118795E-04  -0.126111E+03   0.499996E+02  -0.167635E-05   0.118795E-04  -0.167635E-05   0.122884E-07
   703   0.239367E+04  -0.128112E+03   0.119463E-04  -0.128112E+03   0.499022E+02  -0.166997E-05   0.119463E-04  -0.166997E-05   0.122575E-07
   704   0.240008E+04  -0.130071E+03   0.120123E-04  -0.130071E+03   0.497974E+02  -0.166327E-05   0.120123E-04  -0.166327E-05   0.122267E-07
   705   0.240663E+04  -0.132003E+03   0.120776E-04  -0.132003E+03   0.496838E+02  -0.165627E-05   0.120776E-04  -0.165627E-05   0.121960E-07
   706   0.241347E+04  -0.133915E+03   0.121421E-04  -0.133915E+03   0.495630E+02  -0.164898E-05   0.121421E-04  -0.164898E-05   0.121654E-07
   707   0.242045E+04  -0.135799E+03   0.122057E-04  -0.135799E+03   0.494342E+02  -0.164139E-05   0.122057E-04  -0.164139E-05   0.121349E-07
   708   0.242779E+04  -0.137641E+03   0.122684E-04  -0.137641E+03   0.492981E+02  -0.163352E-05   0.122684E-04  -0.163352E-05   0.121046E-07
   709   0.243518E+04  -0.139470E+03   0.123303E-04  -0.139470E+03   0.491542E+02  -0.162538E-05   0.123303E-04  -0.162538E-05   0.120743E-07
   710   0.244287E+04  -0.141264E+03   0.123912E-04  -0.141264E+03   0.490022E+02  -0.161696E-05   0.123912E-04  -0.161696E-05   0.120441E-07
   711   0.245068E+04  -0.143022E+03   0.124512E-04  -0.143022E+03   0.488432E+02  -0.160827E-05   0.124512E-04  -0.160827E-05   0.120141E-07
   712   0.245871E+04  -0.144759E+03   0.125102E-04  -0.144759E+03   0.486770E+02  -0.159933E-05   0.125102E-04  -0.159933E-05   0.119842E-07
   713   0.246701E+04  -0.146452E+03   0.125682E-04  -0.146452E+03   0.485029E+02  -0.159012E-05   0.125682E-04  -0.159012E-05   0.119543E-07
   714   0.247529E+04  -0.148117E+03   0.126251E-04  -0.148117E+03   0.483226E+02  -0.158068E-05   0.126251E-04  -0.158068E-05   0.119246E-07
   715   0.248386E+04  -0.149753E+03   0.126810E-04  -0.149753E+03   0.481344E+02  -0.157098E-05   0.126810E-04  -0.157098E-05   0.118950E-07
   716   0.249262E+04  -0.151352E+03   0.127359E-04  -0.151352E+03   0.479392E+02  -0.156106E-05   0.127359E-04  -0.156106E-05   0.118655E-07
   717   0.250151E+04  -0.152907E+03   0.127896E-04  -0.152907E+03   0.477377E+02  -0.155090E-05   0.127896E-04  -0.155090E-05   0.118361E-07
   718   0.251053E+04  -0.154441E+03   0.128421E-04  -0.154441E+03   0.475292E+02  -0.154051E-05   0.128421E-04  -0.154051E-05   0.118068E-07
   719   0.251974E+04  -0.155922E+03   0.128935E-04  -0.155922E+03   0.473123E+02  -0.152991E-05   0.128935E-04  -0.152991E-05   0.117776E-07
   720   0.252900E+04  -0.157381E+03   0.129437E-04  -0.157381E+03   0.470899E+02  -0.151910E-05   0.129437E-04  -0.151910E-05   0.117485E-07
   721   0.253861E+04  -0.158788E+03   0.129926E-04  -0.158788E+03   0.468621E+02  -0.150807E-05   0.129926E-04  -0.150807E-05   0.117195E-07
   722   0.254819E+04  -0.160157E+03   0.130403E-04  -0.160157E+03   0.466267E+02  -0.149685E-05   0.130403E-04  -0.149685E-05   0.116906E-07
   723   0.255796E+04  -0.161496E+03   0.130867E-04  -0.161496E+03   0.463859E+02  -0.148544E-05   0.130867E-04  -0.148544E-05   0.116618E-07
   724   0.256786E+04  -0.162797E+03   0.131318E-04  -0.162797E+03   0.461382E+02  -0.147383E-05   0.131318E-04  -0.147383E-05   0.116331E-07
   725   0.257786E+04  -0.164052E+03   0.131756E-04  -0.164052E+03   0.458853E+02  -0.146204E-05   0.131756E-04  -0.146204E-05   0.116045E-07
   726   0.258806E+04  -0.165262E+03   0.132180E-04  -0.165262E+03   0.456277E+02  -0.145007E-05   0.132180E-04  -0.145007E-05   0.115760E-07
   727   0.259830E+04  -0.166440E+03   0.132590E-04  -0.166440E+03   0.453626E+02  -0.143794E-05   0.132590E-04  -0.143794E-05   0.115476E-07
   728   0.260866E+04  -0.167573E+03   0.132986E-04  -0.167573E+03   0.450908E+02  -0.142564E-05   0.132986E-04  -0.142564E-05   0.115193E-07
   729   0.261912E+04  -0.168666E+03   0.133367E-04  -0.168666E+03   0.448145E+02  -0.141318E-05   0.133367E-04  -0.141318E-05   0.114911E-07
   730   0.262963E+04  -0.169714E+03   0.133734E-04  -0.169714E+03   0.445330E+02  -0.140056E-05   0.133734E-04  -0.140056E-05   0.114631E-07
   731   0.264039E+04  -0.170714E+03   0.134086E-04  -0.170714E+03   0.442448E+02  -0.138780E-05   0.134086E-04  -0.138780E-05   0.114351E-07
   732   0.265111E+04  -0.171668E+03   0.134422E-04  -0.171668E+03   0.439537E+02  -0.137490E-05   0.134422E-04  -0.137490E-05   0.114071E-07
   733   0.266201E+04  -0.172590E+03   0.134742E-04  -0.172590E+03   0.436559E+02  -0.136186E-05   0.134742E-04  -0.136186E-05   0.113793E-07
   734   0.267295E+04  -0.173450E+03   0.135047E-04  -0.173450E+03   0.433538E+02  -0.134870E-05   0.135047E-04  -0.134870E-05   0.113516E-07
   735   0.268399E+04  -0.174285E+03   0.135336E-04  -0.174285E+03   0.430458E+02  -0.133541E-05   0.135336E-04  -0.133541E-05   0.113240E-07
   736   0.269499E+04  -0.175057E+03   0.135608E-04  -0.175057E+03   0.427335E+02  -0.132200E-05   0.135608E-04  -0.132200E-05   0.112965E-07
   737   0.270616E+04  -0.175796E+03   0.135864E-04  -0.175796E+03   0.424177E+02  -0.130848E-05   0.135864E-04  -0.130848E-05   0.112691E-07
   738   0.271729E+04  -0.176473E+03   0.136102E-04  -0.176473E+03   0.420976E+02  -0.129486E-05   0.136102E-04  -0.129486E-05   0.112417E-07
   739   0.272851E+04  -0.177110E+03   0.136324E-04  -0.177110E+03   0.417724E+02  -0.128113E-05   0.136324E-04  -0.128113E-05   0.112145E-07
   740   0.273977E+04  -0.177705E+03   0.136527E-04  -0.177705E+03   0.414431E+02  -0.126732E-05   0.136527E-04  -0.126732E-05   0.111874E-07
   741   0.275112E+04  -0.178252E+03   0.136713E-04  -0.178252E+03   0.411088E+02  -0.125341E-05   0.136713E-04  -0.125341E-05   0.111603E-07
   742   0.276249E+04  -0.178743E+03   0.136881E-04  -0.178743E+03   0.407733E+02  -0.123943E-05   0.136881E-04  -0.123943E-05   0.111333E-07
   743   0.277389E+04  -0.179193E+03   0.137031E-04  -0.179193E+03   0.404343E+02  -0.122537E-05   0.137031E-04  -0.122537E-05   0.111065E-07
   744   0.278538E+04  -0.179586E+03   0.137162E-04  -0.179586E+03   0.400905E+02  -0.121124E-05   0.137162E-04  -0.121124E-05   0.110797E-07
   745   0.279681E+04  -0.179946E+03   0.137274E-04  -0.179946E+03   0.397434E+02  -0.119704E-05   0.137274E-04  -0.119704E-05   0.110530E-07
   746   0.280819E+04  -0.180233E+03   0.137366E-04  -0.180233E+03   0.393936E+02  -0.118279E-05   0.137366E-04  -0.118279E-05   0.110264E-07
   747   0.281959E+04  -0.180486E+03   0.137440E-04  -0.180486E+03   0.390397E+02  -0.116849E-05   0.137440E-04  -0.116849E-05   0.109999E-07
   748   0.283107E+04  -0.180690E+03   0.137493E-04  -0.180690E+03   0.386841E+02  -0.115414E-05   0.137493E-04  -0.115414E-05   0.109735E-07
   749   0.284257E+04  -0.180851E+03   0.137527E-04  -0.180851E+03   0.383237E+02  -0.113975E-05   0.137527E-04  -0.113975E-05   0.109471E-07
   750   0.285401E+04  -0.180954E+03   0.137540E-04  -0.180954E+03   0.379623E+02  -0.112533E-05   0.137540E-04  -0.112533E-05   0.109209E-07
   751   0.286546E+04  -0.181008E+03   0.137533E-04  -0.181008E+03   0.375976E+02  -0.111088E-05   0.137533E-04  -0.111088E-05   0.108947E-07
   752   0.287692E+04  -0.181004E+03   0.137506E-04  -0.181004E+03   0.372320E+02  -0.109641E-05   0.137506E-04  -0.109641E-05   0.108687E-07
   753   0.288832E+04  -0.180957E+03   0.137460E-04  -0.180957E+03   0.368625E+02  -0.108192E-05   0.137460E-04  -0.108192E-05   0.108427E-07
   754   0.289965E+04  -0.180853E+03   0.137396E-04  -0.180853E+03   0.364922E+02  -0.106743E-05   0.137396E-04  -0.106743E-05   0.108168E-07
   755   0.291106E+04  -0.180707E+03   0.137315E-04  -0.180707E+03   0.361196E+02  -0.105294E-05   0.137315E-04  -0.105294E-05   0.107910E-07
   756   0.292226E+04  -0.180510E+03   0.137216E-04  -0.180510E+03   0.357454E+02  -0.103846E-05   0.137216E-04  -0.103846E-05   0.107652E-07
   757   0.293360E+04  -0.180257E+03   0.137102E-04  -0.180257E+03   0.353705E+02  -0.102399E-05   0.137102E-04  -0.102399E-05   0.107396E-07
   758   0.294473E+04  -0.179953E+03   0.136973E-04  -0.179953E+03   0.349934E+02  -0.100954E-05   0.136973E-04  -0.100954E-05   0.107140E-07
   759   0.295593E+04  -0.179608E+03   0.136829E-04  -0.179608E+03   0.346150E+02  -0.995119E-06   0.136829E-04  -0.995119E-06   0.106886E-07
   760   0.296698E+04  -0.179212E+03   0.136672E-04  -0.179212E+03   0.342359E+02  -0.980735E-06   0.136672E-04  -0.980735E-06   0.106632E-07
   761   0.297796E+04  -0.178768E+03   0.136501E-04  -0.178768E+03   0.338563E+02  -0.966393E-06   0.136501E-04  -0.966393E-06   0.106379E-07
   762   0.298900E+04  -0.178273E+03   0.136319E-04  -0.178273E+03   0.334762E+02  -0.952101E-06   0.136319E-04  -0.952101E-06   0.106126E-07
   763   0.299982E+04  -0.177730E+03   0.136126E-04  -0.177730E+03   0.330964E+02  -0.937866E-06   0.136126E-04  -0.937866E-06   0.105875E-07
   764   0.301063E+04  -0.177144E+03   0.135922E-04  -0.177144E+03   0.327154E+02  -0.923694E-06   0.135922E-04  -0.923694E-06   0.105624E-07
   765   0.302129E+04  -0.176501E+03   0.135708E-04  -0.176501E+03   0.323340E+02  -0.909593E-06   0.135708E-04  -0.909593E-06   0.105375E-07
   766   0.303194E+04  -0.175817E+03   0.135486E-04  -0.175817E+03   0.319538E+02  -0.895570E-06   0.135486E-04  -0.895570E-06   0.105126E-07
   767   0.304243E+04  -0.175084E+03   0.135255E-04  -0.175084E+03   0.315740E+02  -0.881631E-06   0.135255E-04  -0.881631E-06   0.104877E-07
