#    L    TT             EE             BB             TE          
   293   0.481463E+00   0.565770E-02   0.278381E-02  -0.101841E-01
   294   0.466414E+00   0.565408E-02   0.276065E-02  -0.926508E-02
   295   0.452051E+00   0.564810E-02   0.273731E-02  -0.835066E-02
   296   0.438397E+00   0.563970E-02   0.271382E-02  -0.744264E-02
   297   0.425477E+00   0.562884E-02   0.269021E-02  -0.654272E-02
   298   0.413312E+00   0.561544E-02   0.266648E-02  -0.565265E-02
   299   0.401927E+00   0.559945E-02   0.264267E-02  -0.477414E-02
   300   0.391347E+00   0.558081E-02   0.261879E-02  -0.390894E-02
   301   0.381585E+00   0.555948E-02   0.259486E-02  -0.305850E-02
   302   0.372630E+00   0.553553E-02   0.257090E-02  -0.222328E-02
   303   0.364458E+00   0.550904E-02   0.254692E-02  -0.140345E-02
   304   0.357047E+00   0.548009E-02   0.252294E-02  -0.599217E-03
   305   0.350377E+00   0.544878E-02   0.249896E-02   0.189246E-03
   306   0.344426E+00   0.541518E-02   0.247501E-02   0.961748E-03
   307   0.339171E+00   0.537938E-02   0.245110E-02   0.171810E-02
   308   0.334590E+00   0.534147E-02   0.242723E-02   0.245812E-02
   309   0.330663E+00   0.530154E-02   0.240343E-02   0.318162E-02
   310   0.327367E+00   0.525966E-02   0.237970E-02   0.388841E-02
   311   0.324681E+00   0.521593E-02   0.235607E-02   0.457830E-02
   312   0.322582E+00   0.517043E-02   0.233254E-02   0.525111E-02
   313   0.321050E+00   0.512324E-02   0.230913E-02   0.590665E-02
   314   0.320061E+00   0.507445E-02   0.228585E-02   0.654474E-02
   315   0.319595E+00   0.502415E-02   0.226271E-02   0.716518E-02
   316   0.319630E+00   0.497242E-02   0.223974E-02   0.776779E-02
   317   0.320144E+00   0.491935E-02   0.221694E-02   0.835239E-02
   318   0.321114E+00   0.486502E-02   0.219432E-02   0.891878E-02
   319   0.322520E+00   0.480952E-02   0.217191E-02   0.946678E-02
   320   0.324340E+00   0.475293E-02   0.214970E-02   0.999620E-02
   321   0.326551E+00   0.469534E-02   0.212773E-02   0.105069E-01
   322   0.329133E+00   0.463684E-02   0.210600E-02   0.109986E-01
   323   0.332063E+00   0.457750E-02   0.208452E-02   0.114711E-01
   324   0.335319E+00   0.451742E-02   0.206331E-02   0.119244E-01
   325   0.338880E+00   0.445669E-02   0.204238E-02   0.123581E-01
   326   0.342724E+00   0.439537E-02   0.202175E-02   0.127721E-01
   327   0.346829E+00   0.433357E-02   0.200143E-02   0.131663E-01
   328   0.351173E+00   0.427137E-02   0.198143E-02   0.135403E-01
   329   0.355735E+00   0.420885E-02   0.196177E-02   0.138941E-01
   330   0.360493E+00   0.414610E-02   0.194246E-02   0.142275E-01
   331   0.365425E+00   0.408320E-02   0.192351E-02   0.145402E-01
   332   0.370510E+00   0.402025E-02   0.190494E-02   0.148321E-01
   333   0.375725E+00   0.395731E-02   0.188677E-02   0.151030E-01
   334   0.381048E+00   0.389449E-02   0.186899E-02   0.153527E-01
   335   0.386459E+00   0.383186E-02   0.185164E-02   0.155810E-01
   336   0.391935E+00   0.376952E-02   0.183472E-02   0.157878E-01
   337   0.397455E+00   0.370754E-02   0.181825E-02   0.159728E-01
   338   0.402996E+00   0.364601E-02   0.180223E-02   0.161358E-01
   339   0.408537E+00   0.358502E-02   0.178669E-02   0.162768E-01
   340   0.414056E+00   0.352466E-02   0.177164E-02   0.163954E-01
   341   0.419532E+00   0.346500E-02   0.175709E-02   0.164915E-01
   342   0.424942E+00   0.340614E-02   0.174305E-02   0.165649E-01
   343   0.430265E+00   0.334815E-02   0.172954E-02   0.166154E-01
   344   0.435480E+00   0.329113E-02   0.171657E-02   0.166429E-01
   345   0.440563E+00   0.323517E-02   0.170416E-02   0.166471E-01
   346   0.445494E+00   0.318034E-02   0.169232E-02   0.166279E-01
   347   0.450251E+00   0.312673E-02   0.168106E-02   0.165850E-01
   348   0.454812E+00   0.307442E-02   0.167039E-02   0.165184E-01
   349   0.459155E+00   0.302351E-02   0.166034E-02   0.164277E-01
   350   0.463258E+00   0.297408E-02   0.165091E-02   0.163129E-01
   351   0.467104E+00   0.292620E-02   0.164211E-02   0.161738E-01
   352   0.470693E+00   0.287986E-02   0.163394E-02   0.160113E-01
   353   0.474027E+00   0.283506E-02   0.162636E-02   0.158262E-01
   354   0.477109E+00   0.279178E-02   0.161937E-02   0.156193E-01
   355   0.479944E+00   0.275001E-02   0.161295E-02   0.153916E-01
   356   0.482534E+00   0.270972E-02   0.160707E-02   0.151440E-01
   357   0.484883E+00   0.267092E-02   0.160173E-02   0.148773E-01
   358   0.486995E+00   0.263358E-02   0.159690E-02   0.145924E-01
   359   0.488871E+00   0.259769E-02   0.159256E-02   0.142902E-01
   360   0.490517E+00   0.256324E-02   0.158870E-02   0.139716E-01
   361   0.491936E+00   0.253021E-02   0.158530E-02   0.136375E-01
   362   0.493130E+00   0.249858E-02   0.158234E-02   0.132887E-01
   363   0.494103E+00   0.246835E-02   0.157981E-02   0.129261E-01
   364   0.494858E+00   0.243950E-02   0.157768E-02   0.125507E-01
   365   0.495399E+00   0.241201E-02   0.157594E-02   0.121633E-01
   366   0.495730E+00   0.238587E-02   0.157457E-02   0.117647E-01
   367   0.495853E+00   0.236107E-02   0.157355E-02   0.113560E-01
   368   0.495772E+00   0.233759E-02   0.157287E-02   0.109379E-01
   369   0.495490E+00   0.231541E-02   0.157251E-02   0.105113E-01
   370   0.495011E+00   0.229453E-02   0.157244E-02   0.100771E-01
   371   0.494338E+00   0.227493E-02   0.157266E-02   0.963631E-02
   372   0.493474E+00   0.225660E-02   0.157313E-02   0.918967E-02
   373   0.492423E+00   0.223951E-02   0.157386E-02   0.873811E-02
   374   0.491188E+00   0.222366E-02   0.157481E-02   0.828251E-02
   375   0.489772E+00   0.220903E-02   0.157597E-02   0.782376E-02
   376   0.488179E+00   0.219561E-02   0.157733E-02   0.736273E-02
   377   0.486413E+00   0.218339E-02   0.157886E-02   0.690032E-02
   378   0.484476E+00   0.217234E-02   0.158054E-02   0.643741E-02
   379   0.482372E+00   0.216246E-02   0.158237E-02   0.597488E-02
   380   0.480104E+00   0.215373E-02   0.158432E-02   0.551362E-02
   381   0.477676E+00   0.214614E-02   0.158636E-02   0.505451E-02
   382   0.475091E+00   0.213967E-02   0.158850E-02   0.459843E-02
   383   0.472353E+00   0.213431E-02   0.159070E-02   0.414627E-02
   384   0.469464E+00   0.213004E-02   0.159295E-02   0.369892E-02
   385   0.466428E+00   0.212686E-02   0.159524E-02   0.325725E-02
   386   0.463249E+00   0.212474E-02   0.159754E-02   0.282215E-02
   387   0.459930E+00   0.212367E-02   0.159983E-02   0.239451E-02
   388   0.456473E+00   0.212363E-02   0.160210E-02   0.197520E-02
   389   0.452884E+00   0.212463E-02   0.160434E-02   0.156512E-02
   390   0.449164E+00   0.212662E-02   0.160651E-02   0.116515E-02
   391   0.445318E+00   0.212962E-02   0.160861E-02   0.776170E-03
   392   0.441349E+00   0.213359E-02   0.161062E-02   0.399066E-03
