#    L    TT             EE             BB             TE          
   139   0.536743E+04   0.145702E+01   0.955296E-02  -0.584131E+02
   140   0.541278E+04   0.145685E+01   0.936925E-02  -0.587548E+02
   141   0.545788E+04   0.145602E+01   0.918653E-02  -0.590690E+02
   142   0.550294E+04   0.145459E+01   0.900495E-02  -0.593563E+02
   143   0.554790E+04   0.145257E+01   0.882463E-02  -0.596165E+02
   144   0.559259E+04   0.144988E+01   0.864574E-02  -0.598490E+02
   145   0.563710E+04   0.144667E+01   0.846841E-02  -0.600526E+02
   146   0.568164E+04   0.144272E+01   0.829279E-02  -0.602275E+02
   147   0.572577E+04   0.143825E+01   0.811902E-02  -0.603719E+02
   148   0.576971E+04   0.143312E+01   0.794725E-02  -0.604872E+02
   149   0.581353E+04   0.142740E+01   0.777762E-02  -0.605719E+02
   150   0.585700E+04   0.142116E+01   0.761028E-02  -0.606235E+02
   151   0.590027E+04   0.141434E+01   0.744535E-02  -0.606450E+02
   152   0.594319E+04   0.140685E+01   0.728290E-02  -0.606347E+02
   153   0.598591E+04   0.139887E+01   0.712298E-02  -0.605905E+02
   154   0.602834E+04   0.139039E+01   0.696563E-02  -0.605144E+02
   155   0.607048E+04   0.138142E+01   0.681090E-02  -0.604058E+02
   156   0.611218E+04   0.137196E+01   0.665883E-02  -0.602644E+02
   157   0.615373E+04   0.136203E+01   0.650948E-02  -0.600888E+02
   158   0.619491E+04   0.135170E+01   0.636289E-02  -0.598797E+02
   159   0.623570E+04   0.134082E+01   0.621911E-02  -0.596369E+02
   160   0.627619E+04   0.132955E+01   0.607818E-02  -0.593591E+02
   161   0.631636E+04   0.131798E+01   0.594015E-02  -0.590475E+02
   162   0.635614E+04   0.130596E+01   0.580508E-02  -0.587021E+02
   163   0.639567E+04   0.129357E+01   0.567300E-02  -0.583215E+02
   164   0.643465E+04   0.128089E+01   0.554396E-02  -0.579069E+02
   165   0.647337E+04   0.126784E+01   0.541801E-02  -0.574562E+02
   166   0.651169E+04   0.125460E+01   0.529520E-02  -0.569708E+02
   167   0.654967E+04   0.124093E+01   0.517557E-02  -0.564513E+02
   168   0.658708E+04   0.122722E+01   0.505917E-02  -0.558954E+02
   169   0.662407E+04   0.121317E+01   0.494606E-02  -0.553032E+02
   170   0.666063E+04   0.119901E+01   0.483626E-02  -0.546760E+02
   171   0.669662E+04   0.118476E+01   0.472984E-02  -0.540115E+02
   172   0.673209E+04   0.117033E+01   0.462684E-02  -0.533113E+02
   173   0.676699E+04   0.115574E+01   0.452731E-02  -0.525751E+02
   174   0.680143E+04   0.114129E+01   0.443129E-02  -0.518030E+02
   175   0.683536E+04   0.112668E+01   0.433883E-02  -0.509942E+02
   176   0.686861E+04   0.111215E+01   0.424995E-02  -0.501485E+02
   177   0.690134E+04   0.109764E+01   0.416463E-02  -0.492676E+02
   178   0.693346E+04   0.108337E+01   0.408279E-02  -0.483501E+02
   179   0.696498E+04   0.106907E+01   0.400437E-02  -0.473958E+02
   180   0.699604E+04   0.105496E+01   0.392931E-02  -0.464065E+02
   181   0.702641E+04   0.104106E+01   0.385756E-02  -0.453820E+02
   182   0.705617E+04   0.102745E+01   0.378904E-02  -0.443211E+02
   183   0.708525E+04   0.101408E+01   0.372370E-02  -0.432252E+02
   184   0.711378E+04   0.100102E+01   0.366147E-02  -0.420936E+02
   185   0.714169E+04   0.988441E+00   0.360229E-02  -0.409286E+02
   186   0.716860E+04   0.976208E+00   0.354611E-02  -0.397273E+02
   187   0.719520E+04   0.964475E+00   0.349286E-02  -0.384913E+02
   188   0.722109E+04   0.953240E+00   0.344247E-02  -0.372219E+02
   189   0.724620E+04   0.942551E+00   0.339490E-02  -0.359179E+02
   190   0.727098E+04   0.932470E+00   0.335006E-02  -0.345815E+02
   191   0.729469E+04   0.923033E+00   0.330792E-02  -0.332097E+02
   192   0.731783E+04   0.914274E+00   0.326839E-02  -0.318049E+02
   193   0.734019E+04   0.906247E+00   0.323142E-02  -0.303685E+02
   194   0.736199E+04   0.898995E+00   0.319695E-02  -0.288985E+02
   195   0.738299E+04   0.892566E+00   0.316492E-02  -0.273970E+02
   196   0.740320E+04   0.887009E+00   0.313527E-02  -0.258634E+02
   197   0.742277E+04   0.882380E+00   0.310793E-02  -0.242991E+02
   198   0.744162E+04   0.878712E+00   0.308284E-02  -0.227037E+02
   199   0.745974E+04   0.876056E+00   0.305994E-02  -0.210777E+02
   200   0.747714E+04   0.874451E+00   0.303917E-02  -0.194220E+02
   201   0.749373E+04   0.873969E+00   0.302047E-02  -0.177359E+02
   202   0.750959E+04   0.874628E+00   0.300377E-02  -0.160212E+02
   203   0.752466E+04   0.876498E+00   0.298902E-02  -0.142772E+02
   204   0.753884E+04   0.879612E+00   0.297614E-02  -0.125072E+02
   205   0.755229E+04   0.884026E+00   0.296508E-02  -0.107092E+02
   206   0.756487E+04   0.889785E+00   0.295577E-02  -0.888464E+01
   207   0.757672E+04   0.896925E+00   0.294814E-02  -0.703422E+01
   208   0.758762E+04   0.905507E+00   0.294214E-02  -0.515867E+01
   209   0.759771E+04   0.915565E+00   0.293770E-02  -0.325859E+01
   210   0.760700E+04   0.927160E+00   0.293477E-02  -0.133508E+01
   211   0.761549E+04   0.940334E+00   0.293326E-02   0.611559E+00
   212   0.762302E+04   0.955126E+00   0.293313E-02   0.258018E+01
   213   0.762982E+04   0.971592E+00   0.293431E-02   0.457060E+01
   214   0.763575E+04   0.989735E+00   0.293673E-02   0.658140E+01
   215   0.764087E+04   0.100976E+01   0.294033E-02   0.861161E+01
   216   0.764511E+04   0.103149E+01   0.294506E-02   0.106615E+02
   217   0.764862E+04   0.105509E+01   0.295084E-02   0.127289E+02
   218   0.765125E+04   0.108057E+01   0.295761E-02   0.148138E+02
   219   0.765308E+04   0.110795E+01   0.296531E-02   0.169169E+02
   220   0.765411E+04   0.113738E+01   0.297387E-02   0.190336E+02
   221   0.765432E+04   0.116880E+01   0.298324E-02   0.211657E+02
   222   0.765374E+04   0.120237E+01   0.299335E-02   0.233118E+02
   223   0.765220E+04   0.123803E+01   0.300414E-02   0.254722E+02
   224   0.765000E+04   0.127577E+01   0.301554E-02   0.276430E+02
   225   0.764693E+04   0.131578E+01   0.302748E-02   0.298270E+02
   226   0.764304E+04   0.135804E+01   0.303992E-02   0.320202E+02
   227   0.763828E+04   0.140259E+01   0.305278E-02   0.342240E+02
   228   0.763279E+04   0.144942E+01   0.306599E-02   0.364365E+02
   229   0.762649E+04   0.149862E+01   0.307951E-02   0.386561E+02
   230   0.761932E+04   0.155020E+01   0.309326E-02   0.408833E+02
   231   0.761126E+04   0.160425E+01   0.310718E-02   0.431172E+02
   232   0.760247E+04   0.166070E+01   0.312120E-02   0.453560E+02
   233   0.759287E+04   0.171979E+01   0.313527E-02   0.475980E+02
   234   0.758232E+04   0.178138E+01   0.314932E-02   0.498437E+02
   235   0.757104E+04   0.184555E+01   0.316329E-02   0.520915E+02
   236   0.755888E+04   0.191231E+01   0.317711E-02   0.543411E+02
   237   0.754591E+04   0.198176E+01   0.319072E-02   0.565908E+02
   238   0.753213E+04   0.205397E+01   0.320406E-02   0.588403E+02
   239   0.751762E+04   0.212880E+01   0.321707E-02   0.610888E+02
   240   0.750216E+04   0.220635E+01   0.322967E-02   0.633338E+02
   241   0.748604E+04   0.228676E+01   0.324182E-02   0.655757E+02
   242   0.746911E+04   0.236991E+01   0.325343E-02   0.678137E+02
   243   0.745137E+04   0.245595E+01   0.326446E-02   0.700459E+02
   244   0.743283E+04   0.254481E+01   0.327484E-02   0.722730E+02
   245   0.741348E+04   0.263659E+01   0.328450E-02   0.744918E+02
   246   0.739339E+04   0.273129E+01   0.329339E-02   0.767034E+02
   247   0.737257E+04   0.282885E+01   0.330143E-02   0.789055E+02
   248   0.735095E+04   0.292966E+01   0.330857E-02   0.810978E+02
   249   0.732867E+04   0.303319E+01   0.331474E-02   0.832794E+02
   250   0.730558E+04   0.313991E+01   0.331988E-02   0.854485E+02
   251   0.728182E+04   0.324954E+01   0.332394E-02   0.876057E+02
   252   0.725720E+04   0.336228E+01   0.332692E-02   0.897493E+02
   253   0.723206E+04   0.347791E+01   0.332885E-02   0.918775E+02
   254   0.720614E+04   0.359671E+01   0.332975E-02   0.939902E+02
   255   0.717949E+04   0.371840E+01   0.332964E-02   0.960872E+02
   256   0.715220E+04   0.384332E+01   0.332855E-02   0.981682E+02
   257   0.712427E+04   0.397103E+01   0.332648E-02   0.100225E+03
   258   0.709564E+04   0.410190E+01   0.332346E-02   0.102270E+03
   259   0.706638E+04   0.423576E+01   0.331952E-02   0.104288E+03
   260   0.703656E+04   0.437261E+01   0.331467E-02   0.106293E+03
   261   0.700605E+04   0.451238E+01   0.330894E-02   0.108264E+03
   262   0.697484E+04   0.465527E+01   0.330234E-02   0.110221E+03
