#    L    TT             EE             BB             TE          
   299   0.312606E+00   0.435453E-02   0.205660E-02  -0.370344E-02
   300   0.304392E+00   0.434008E-02   0.203806E-02  -0.303137E-02
   301   0.296815E+00   0.432354E-02   0.201948E-02  -0.237075E-02
   302   0.289863E+00   0.430496E-02   0.200088E-02  -0.172191E-02
   303   0.283520E+00   0.428441E-02   0.198226E-02  -0.108501E-02
   304   0.277769E+00   0.426194E-02   0.196364E-02  -0.460188E-03
   305   0.272593E+00   0.423764E-02   0.194502E-02   0.152405E-03
   306   0.267975E+00   0.421156E-02   0.192642E-02   0.752624E-03
   307   0.263898E+00   0.418378E-02   0.190785E-02   0.134032E-02
   308   0.260346E+00   0.415435E-02   0.188931E-02   0.191536E-02
   309   0.257300E+00   0.412335E-02   0.187083E-02   0.247757E-02
   310   0.254745E+00   0.409083E-02   0.185240E-02   0.302683E-02
   311   0.252664E+00   0.405688E-02   0.183404E-02   0.356299E-02
   312   0.251039E+00   0.402155E-02   0.181577E-02   0.408589E-02
   313   0.249853E+00   0.398491E-02   0.179758E-02   0.459539E-02
   314   0.249091E+00   0.394702E-02   0.177950E-02   0.509135E-02
   315   0.248734E+00   0.390796E-02   0.176153E-02   0.557362E-02
   316   0.248766E+00   0.386779E-02   0.174369E-02   0.604204E-02
   317   0.249170E+00   0.382657E-02   0.172598E-02   0.649649E-02
   318   0.249929E+00   0.378438E-02   0.170841E-02   0.693680E-02
   319   0.251026E+00   0.374127E-02   0.169100E-02   0.736283E-02
   320   0.252445E+00   0.369732E-02   0.167375E-02   0.777445E-02
   321   0.254167E+00   0.365259E-02   0.165668E-02   0.817149E-02
   322   0.256178E+00   0.360715E-02   0.163980E-02   0.855381E-02
   323   0.258458E+00   0.356107E-02   0.162312E-02   0.892128E-02
   324   0.260993E+00   0.351440E-02   0.160664E-02   0.927373E-02
   325   0.263764E+00   0.346722E-02   0.159039E-02   0.961103E-02
   326   0.266755E+00   0.341960E-02   0.157436E-02   0.993302E-02
   327   0.269948E+00   0.337159E-02   0.155857E-02   0.102396E-01
   328   0.273328E+00   0.332328E-02   0.154304E-02   0.105305E-01
   329   0.276877E+00   0.327471E-02   0.152776E-02   0.108057E-01
   330   0.280578E+00   0.322597E-02   0.151276E-02   0.110651E-01
   331   0.284414E+00   0.317711E-02   0.149804E-02   0.113083E-01
   332   0.288368E+00   0.312820E-02   0.148362E-02   0.115354E-01
   333   0.292424E+00   0.307931E-02   0.146950E-02   0.117462E-01
   334   0.296564E+00   0.303051E-02   0.145569E-02   0.119405E-01
   335   0.300772E+00   0.298186E-02   0.144221E-02   0.121182E-01
   336   0.305030E+00   0.293342E-02   0.142907E-02   0.122791E-01
   337   0.309322E+00   0.288527E-02   0.141627E-02   0.124232E-01
   338   0.313632E+00   0.283748E-02   0.140383E-02   0.125501E-01
   339   0.317940E+00   0.279009E-02   0.139176E-02   0.126598E-01
   340   0.322232E+00   0.274320E-02   0.138007E-02   0.127522E-01
   341   0.326490E+00   0.269685E-02   0.136876E-02   0.128271E-01
   342   0.330698E+00   0.265112E-02   0.135786E-02   0.128844E-01
   343   0.334837E+00   0.260607E-02   0.134737E-02   0.129238E-01
   344   0.338892E+00   0.256177E-02   0.133729E-02   0.129454E-01
   345   0.342845E+00   0.251829E-02   0.132765E-02   0.129488E-01
   346   0.346680E+00   0.247569E-02   0.131846E-02   0.129340E-01
   347   0.350380E+00   0.243404E-02   0.130971E-02   0.129008E-01
   348   0.353927E+00   0.239340E-02   0.130143E-02   0.128491E-01
   349   0.357305E+00   0.235385E-02   0.129363E-02   0.127788E-01
   350   0.360497E+00   0.231544E-02   0.128631E-02   0.126896E-01
   351   0.363489E+00   0.227824E-02   0.127948E-02   0.125816E-01
   352   0.366281E+00   0.224224E-02   0.127313E-02   0.124553E-01
   353   0.368875E+00   0.220743E-02   0.126725E-02   0.123115E-01
   354   0.371273E+00   0.217380E-02   0.126183E-02   0.121507E-01
   355   0.373480E+00   0.214134E-02   0.125684E-02   0.119737E-01
   356   0.375496E+00   0.211004E-02   0.125228E-02   0.117812E-01
   357   0.377325E+00   0.207989E-02   0.124814E-02   0.115739E-01
   358   0.378969E+00   0.205088E-02   0.124439E-02   0.113524E-01
   359   0.380431E+00   0.202300E-02   0.124103E-02   0.111175E-01
   360   0.381713E+00   0.199623E-02   0.123804E-02   0.108697E-01
   361   0.382818E+00   0.197056E-02   0.123540E-02   0.106099E-01
   362   0.383749E+00   0.194599E-02   0.123311E-02   0.103388E-01
   363   0.384509E+00   0.192249E-02   0.123115E-02   0.100568E-01
   364   0.385099E+00   0.190008E-02   0.122951E-02   0.976492E-02
   365   0.385523E+00   0.187872E-02   0.122816E-02   0.946366E-02
   366   0.385783E+00   0.185841E-02   0.122711E-02   0.915375E-02
   367   0.385882E+00   0.183913E-02   0.122633E-02   0.883589E-02
   368   0.385822E+00   0.182089E-02   0.122581E-02   0.851076E-02
   369   0.385606E+00   0.180366E-02   0.122553E-02   0.817904E-02
   370   0.385236E+00   0.178744E-02   0.122549E-02   0.784143E-02
   371   0.384716E+00   0.177221E-02   0.122567E-02   0.749861E-02
   372   0.384047E+00   0.175796E-02   0.122605E-02   0.715127E-02
   373   0.383233E+00   0.174469E-02   0.122662E-02   0.680011E-02
   374   0.382276E+00   0.173238E-02   0.122737E-02   0.644579E-02
   375   0.381179E+00   0.172101E-02   0.122828E-02   0.608903E-02
   376   0.379943E+00   0.171059E-02   0.122934E-02   0.573049E-02
   377   0.378573E+00   0.170109E-02   0.123054E-02   0.537087E-02
   378   0.377070E+00   0.169252E-02   0.123186E-02   0.501086E-02
   379   0.375437E+00   0.168484E-02   0.123329E-02   0.465115E-02
   380   0.373677E+00   0.167807E-02   0.123481E-02   0.429242E-02
   381   0.371792E+00   0.167217E-02   0.123641E-02   0.393536E-02
   382   0.369784E+00   0.166715E-02   0.123808E-02   0.358066E-02
   383   0.367658E+00   0.166299E-02   0.123980E-02   0.322900E-02
   384   0.365414E+00   0.165969E-02   0.124156E-02   0.288108E-02
   385   0.363056E+00   0.165722E-02   0.124334E-02   0.253758E-02
   386   0.360587E+00   0.165558E-02   0.124514E-02   0.219920E-02
   387   0.358008E+00   0.165476E-02   0.124693E-02   0.186660E-02
   388   0.355323E+00   0.165475E-02   0.124870E-02   0.154050E-02
   389   0.352534E+00   0.165553E-02   0.125045E-02   0.122156E-02
   390   0.349644E+00   0.165710E-02   0.125214E-02   0.910492E-03
   391   0.346655E+00   0.165944E-02   0.125379E-02   0.607968E-03
   392   0.343570E+00   0.166254E-02   0.125535E-02   0.314680E-03
